lead_origin,lead_source,do_not_email,do_not_call,total_visits,total_time_on_website,page_views_per_visit,last_activity,country,specialization,occupation,course_selection_priority,search,magazine,newspaper_article,x_education_forums,newspaper,digital_advertisement,through_recommendations,receive_course_updates,tags,lead_quality,supply_chain_updates,dm_content_updates,lead_profile,city,asym_activity_index,asym_profile_index,asym_activity_score,asym_profile_score,agreed_to_pay_cheque,free_interview_guide,last_notable_activity,lead_source_was_missing,total_visits_was_missing,specialization_was_missing,occupation_was_missing,city_was_missing,heard_about_source_was_missing,asym_data_missing,conversion_probability,rank,priority_tier,true_label
Landing Page Submission,Organic Search,0,0,11,4,11.0,SMS Sent,India,Human Resource Management,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Ringing,Not Sure,0,0,Select,Mumbai,,,,,0,1,SMS Sent,0,0,0,0,0,1,1,0.3524760414383222,923,Cold,0
Landing Page Submission,Direct Traffic,0,0,1,186,1.0,Converted to Lead,India,Operations Management,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Already a student,Worst,0,0,Select,Mumbai,3,3,16.0,18.0,0,0,Modified,0,0,0,0,0,1,0,0.35236751427354185,924,Cold,0
Landing Page Submission,Google,1,0,7,1115,7.0,SMS Sent,India,Business Administration,,,0,0,0,0,0,0,0,0,,,0,0,,Mumbai,2,3,14.0,18.0,0,1,Modified,0,0,0,1,0,1,0,0.3523123962231572,925,Cold,0
API,Google,0,0,6,158,3.0,Olark Chat Conversation,India,,Student,Better Career Prospects,0,0,0,0,0,0,0,0,Already a student,Worst,0,0,Potential Lead,,3,2,16.0,16.0,0,0,Modified,0,0,1,0,1,1,0,0.3522681265185543,926,Cold,0
API,Organic Search,0,0,2,1978,2.0,SMS Sent,India,,,,0,0,0,0,0,0,0,0,,,0,0,,,2,2,13.0,15.0,0,0,Modified,0,0,1,1,1,1,0,0.35189346425438656,927,Cold,0
Landing Page Submission,Google,0,0,8,396,2.67,Email Opened,India,Marketing Management,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,,,0,0,Select,Mumbai,,,,,0,0,Email Opened,0,0,0,0,0,0,1,0.35053214333866256,928,Cold,1
Landing Page Submission,Organic Search,0,0,9,137,9.0,SMS Sent,India,Travel and Tourism,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Ringing,,0,0,Select,Other Cities,,,,,0,0,SMS Sent,0,0,0,0,0,1,1,0.34803640858618057,929,Cold,0
Landing Page Submission,Direct Traffic,0,0,8,84,8.0,SMS Sent,India,Business Administration,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Ringing,Not Sure,0,0,Select,Other Cities of Maharashtra,,,,,0,1,SMS Sent,0,0,0,0,0,1,1,0.3479850496020869,930,Cold,0
Landing Page Submission,Direct Traffic,0,0,1,216,1.0,Converted to Lead,India,E-COMMERCE,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Will revert after reading the email,Might be,0,0,Potential Lead,Mumbai,2,3,15.0,17.0,0,1,Modified,0,0,0,0,0,1,0,0.34759647125334336,931,Cold,1
Landing Page Submission,Google,0,0,4,1158,4.0,Email Opened,India,Marketing Management,,,0,0,0,0,0,0,0,0,,,0,0,,Mumbai,2,3,13.0,18.0,0,0,Email Opened,0,0,0,1,0,0,0,0.3470250436949799,932,Cold,0
Landing Page Submission,Google,0,0,12,348,3.0,Converted to Lead,India,Finance Management,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Interested in other courses,Worst,0,0,Other Leads,Mumbai,2,3,14.0,18.0,0,0,Modified,0,0,0,0,0,0,0,0.34691250744676216,933,Cold,0
Landing Page Submission,Google,0,0,2,100,2.0,Email Opened,India,Media and Advertising,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Will revert after reading the email,Low in Relevance,0,0,Potential Lead,Mumbai,2,3,14.0,19.0,0,0,Email Opened,0,0,0,0,0,0,0,0.3466707713998721,934,Cold,1
Landing Page Submission,Direct Traffic,0,0,4,419,1.33,Email Opened,India,Marketing Management,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,invalid number,,0,0,Select,Mumbai,,,,,0,1,Email Opened,0,0,0,0,0,1,1,0.3462303360900774,935,Cold,0
Landing Page Submission,Direct Traffic,0,0,2,1135,2.0,Converted to Lead,India,Services Excellence,,,0,0,0,0,0,0,0,0,,,0,0,,Other Cities,2,2,14.0,13.0,0,1,Modified,0,0,0,1,0,1,0,0.34592967900862903,936,Cold,0
Landing Page Submission,Direct Traffic,0,0,3,458,1.5,Email Opened,India,Media and Advertising,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Interested in other courses,Not Sure,0,0,Select,Mumbai,,,,,0,1,Email Opened,0,0,0,0,0,1,1,0.3454988288888123,937,Cold,0
API,Google,0,0,2,889,2.0,Email Opened,India,,,,0,0,0,0,0,0,0,0,Interested in other courses,,0,0,,,2,2,13.0,15.0,0,0,Modified,0,0,1,1,1,1,0,0.3446060792962914,938,Cold,0
Landing Page Submission,Google,0,0,5,239,5.0,Email Opened,India,Operations Management,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Ringing,Might be,0,0,Select,Other Cities of Maharashtra,,,,,0,0,Email Opened,0,0,0,0,0,0,1,0.3425503193896133,939,Cold,0
Lead Import,Facebook,0,0,,1724,,,,,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Ringing,,0,0,Select,Other Cities of Maharashtra,2,2,13.0,14.0,0,0,Modified,0,1,1,0,0,1,0,0.33951343118363114,940,Cold,0
API,Referral Sites,0,0,4,1203,2.0,Email Opened,India,,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Interested in other courses,Might be,0,0,Select,,2,2,13.0,13.0,0,0,Modified,0,0,1,0,1,1,0,0.33945859019932895,941,Cold,0
Landing Page Submission,Google,0,0,2,465,2.0,Converted to Lead,United Kingdom,Finance Management,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Lost to Others,Low in Relevance,0,0,Other Leads,Thane & Outskirts,,,,,0,0,Modified,0,0,0,0,0,0,1,0.33478334038806157,942,Cold,0
Landing Page Submission,Google,0,0,10,59,3.33,Email Opened,India,Finance Management,Student,Better Career Prospects,0,0,0,0,0,0,0,0,Interested in other courses,Low in Relevance,0,0,Potential Lead,Thane & Outskirts,2,3,14.0,19.0,0,0,Email Opened,0,0,0,0,0,0,0,0.33470083785494364,943,Cold,0
Landing Page Submission,Direct Traffic,0,0,10,360,2.5,Email Opened,India,Finance Management,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Ringing,,0,0,Select,Other Metro Cities,,,,,0,1,Email Opened,0,0,0,0,0,1,1,0.331832885492262,944,Cold,0
Landing Page Submission,Direct Traffic,0,0,2,290,2.0,Email Opened,India,Media and Advertising,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Ringing,,0,0,Potential Lead,Mumbai,2,3,14.0,19.0,0,1,Email Opened,0,0,0,0,0,1,0,0.33069559685255434,945,Cold,0
API,Olark Chat,0,0,17,75,3.4,SMS Sent,India,Marketing Management,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,,,0,0,Select,Thane & Outskirts,,,,,0,1,Modified,0,0,0,0,0,1,1,0.32560082698873305,946,Cold,0
Landing Page Submission,Google,0,0,5,187,5.0,Email Opened,India,Finance Management,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,,,0,0,Select,Thane & Outskirts,,,,,0,0,Email Opened,0,0,0,0,0,0,1,0.3247886039465812,947,Cold,0
Landing Page Submission,Direct Traffic,0,0,3,200,1.5,Email Opened,India,Marketing Management,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Already a student,Worst,0,0,Student of SomeSchool,Mumbai,2,3,15.0,18.0,0,1,Modified,0,0,0,0,0,1,0,0.3240128130786464,948,Cold,0
API,Google,0,0,5,431,1.25,Email Opened,India,,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Already a student,Worst,0,0,Select,,,,,,0,0,Modified,0,0,1,0,1,1,1,0.3233827484771076,949,Cold,0
Landing Page Submission,Google,0,0,6,213,6.0,Email Opened,India,Marketing Management,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Ringing,,0,0,Select,,2,3,14.0,17.0,0,0,Modified,0,0,0,0,1,1,0,0.32332580111935155,950,Cold,0
Landing Page Submission,Direct Traffic,0,0,3,286,3.0,Olark Chat Conversation,India,Marketing Management,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Interested in other courses,Not Sure,0,0,Select,Other Metro Cities,2,2,15.0,16.0,0,1,Modified,0,0,0,0,0,1,0,0.3228654780738392,951,Cold,0
Landing Page Submission,Direct Traffic,0,0,7,171,2.33,Page Visited on Website,India,Human Resource Management,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Diploma holder (Not Eligible),Worst,0,0,Select,Thane & Outskirts,,,,,0,1,Page Visited on Website,0,0,0,0,0,0,1,0.3227035256061574,952,Cold,0
API,Google,0,0,3,214,3.0,Email Link Clicked,India,Marketing Management,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Interested  in full time MBA,Low in Relevance,0,0,Other Leads,,,,,,0,0,Email Link Clicked,0,0,0,0,1,1,1,0.32250458615100935,953,Cold,0
Landing Page Submission,Direct Traffic,0,0,7,28,2.33,Email Link Clicked,India,Operations Management,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Already a student,,0,0,Select,Mumbai,3,3,16.0,18.0,0,1,Email Link Clicked,0,0,0,0,0,1,0,0.32125267850265016,954,Cold,0
Landing Page Submission,Direct Traffic,0,0,9,40,3.0,Form Submitted on Website,India,Finance Management,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Lost to EINS,Worst,0,0,Student of SomeSchool,Mumbai,2,3,14.0,18.0,0,1,Modified,0,0,0,0,0,1,0,0.3211992588443547,955,Cold,1
Landing Page Submission,Direct Traffic,0,0,13,293,3.25,Page Visited on Website,India,IT Projects Management,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Already a student,Worst,0,0,Student of SomeSchool,Other Cities,,,,,0,0,Modified,0,0,0,0,0,1,1,0.32029012142331265,956,Cold,0
Landing Page Submission,Google,0,0,3,264,3.0,SMS Sent,India,Marketing Management,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,switched off,,0,0,Select,Mumbai,,,,,0,0,SMS Sent,0,0,0,0,0,0,1,0.3196685332405802,957,Cold,0
Landing Page Submission,Organic Search,0,0,8,297,8.0,Email Opened,India,Healthcare Management,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Ringing,,0,0,Select,Other Cities of Maharashtra,,,,,0,1,Email Opened,0,0,0,0,0,1,1,0.3192000780712082,958,Cold,0
Landing Page Submission,Google,0,0,3,1198,3.0,SMS Sent,India,Marketing Management,,,0,0,0,0,0,0,0,0,,,0,0,,Mumbai,2,3,13.0,18.0,0,0,Modified,0,0,0,1,0,0,0,0.3170015367048309,959,Cold,0
Landing Page Submission,Organic Search,0,0,20,213,4.0,SMS Sent,India,Travel and Tourism,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Will revert after reading the email,Might be,0,0,Select,Mumbai,,,,,0,1,SMS Sent,0,0,0,0,0,1,1,0.3163525299540383,960,Cold,1
API,Olark Chat,0,0,0,0,0.0,Email Opened,,,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Ringing,Might be,0,0,Select,,2,2,14.0,15.0,0,0,Email Opened,0,0,1,0,1,1,0,0.3143752731530586,961,Cold,0
API,Olark Chat,0,0,0,0,0.0,Email Opened,,,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Lost to EINS,,0,0,Select,,2,2,14.0,15.0,0,0,Email Opened,0,0,1,0,1,1,0,0.3143752731530586,962,Cold,1
API,Olark Chat,0,0,0,0,0.0,Email Opened,,,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Interested in other courses,Worst,0,0,Select,,2,2,14.0,15.0,0,0,Email Opened,0,0,1,0,1,1,0,0.3143752731530586,963,Cold,0
API,Olark Chat,0,0,0,0,0.0,Email Opened,,,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Ringing,Not Sure,0,0,Select,,2,2,14.0,15.0,0,0,Email Opened,0,0,1,0,1,1,0,0.3143752731530586,964,Cold,0
API,Olark Chat,0,0,0,0,0.0,Email Opened,,,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Interested in other courses,Not Sure,0,0,Select,,2,2,14.0,15.0,0,0,Email Opened,0,0,1,0,1,1,0,0.3143752731530586,965,Cold,0
API,Olark Chat,0,0,0,0,0.0,Email Link Clicked,,,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Already a student,,0,0,Select,,2,2,14.0,15.0,0,0,Modified,0,0,1,0,1,1,0,0.3143752731530586,966,Cold,0
API,Google,0,0,4,357,4.0,Email Opened,India,Finance Management,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Will revert after reading the email,High in Relevance,0,0,Potential Lead,Other Cities of Maharashtra,,,,,0,0,Email Opened,0,0,0,0,0,0,1,0.31420797607422524,967,Cold,1
API,Google,0,0,6,529,3.0,Email Opened,India,"Banking, Investment And Insurance",Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Ringing,,0,0,Select,Thane & Outskirts,2,2,14.0,15.0,0,0,Email Opened,0,0,0,0,0,0,0,0.3122265049729184,968,Cold,0
Landing Page Submission,Google,0,0,3,1198,3.0,Form Submitted on Website,India,Finance Management,,,0,0,0,0,0,0,0,0,,,0,0,,Mumbai,2,3,13.0,18.0,0,0,Modified,0,0,0,1,0,0,0,0.31198111585778454,969,Cold,0
Landing Page Submission,Google,0,0,4,225,4.0,Email Opened,India,Operations Management,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Ringing,,0,0,Select,Thane & Outskirts,,,,,0,0,Email Opened,0,0,0,0,0,0,1,0.3102636900629267,970,Cold,0
Landing Page Submission,Google,0,0,4,257,2.0,Email Opened,India,Marketing Management,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Ringing,Not Sure,0,0,Select,Mumbai,,,,,0,0,Email Opened,0,0,0,0,0,0,1,0.3097941214154532,971,Cold,0
Landing Page Submission,Google,0,0,3,203,3.0,Email Opened,India,Finance Management,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Busy,Not Sure,0,0,Select,Thane & Outskirts,2,3,14.0,17.0,0,0,Email Opened,0,0,0,0,0,0,0,0.30870250220345563,972,Cold,0
Landing Page Submission,Google,0,0,3,262,3.0,Email Opened,India,Marketing Management,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Will revert after reading the email,Might be,0,0,Select,Mumbai,,,,,0,0,Email Opened,0,0,0,0,0,0,1,0.3078982977610179,973,Cold,1
Landing Page Submission,Direct Traffic,0,0,7,250,1.4,Email Link Clicked,India,Healthcare Management,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,switched off,,0,0,Select,Other Cities,,,,,0,0,Email Link Clicked,0,0,0,0,0,1,1,0.30716348453243064,974,Cold,0
Landing Page Submission,Google,0,0,4,275,4.0,Page Visited on Website,India,Marketing Management,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Ringing,,0,0,Select,Thane & Outskirts,,,,,0,0,Modified,0,0,0,0,0,0,1,0.3071584411325325,975,Cold,0
API,Referral Sites,0,0,4,1412,4.0,Olark Chat Conversation,United States,,,,0,0,0,0,0,0,0,0,Interested in other courses,,0,0,,,2,2,15.0,13.0,0,0,Modified,0,0,1,1,1,1,0,0.3067280652225648,976,Cold,0
API,Google,0,0,3,519,1.0,Email Opened,India,,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,,,0,0,Select,,,,,,0,0,Email Opened,0,0,1,0,1,1,1,0.3064963361176066,977,Cold,1
Landing Page Submission,Organic Search,0,0,5,244,5.0,SMS Sent,India,Media and Advertising,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,invalid number,Might be,0,0,Select,Other Metro Cities,,,,,0,1,SMS Sent,0,0,0,0,0,1,1,0.30472320658079033,978,Cold,0
API,Organic Search,0,0,12,249,1.71,Email Opened,India,,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,,,0,0,Select,,,,,,0,0,Email Opened,0,0,1,0,1,1,1,0.30443543161867337,979,Cold,1
API,Google,0,0,3,636,1.5,Page Visited on Website,unknown,,,,0,0,0,0,0,0,0,0,,,0,0,,,,,,,0,0,Page Visited on Website,0,0,1,1,1,1,1,0.3028004219594956,980,Cold,0
Landing Page Submission,Direct Traffic,0,0,2,447,2.0,Email Opened,India,Finance Management,Student,Better Career Prospects,0,0,0,0,0,0,0,0,Already a student,Worst,0,0,Student of SomeSchool,Other Cities,2,2,15.0,16.0,0,1,Email Opened,0,0,0,0,0,1,0,0.29988051247109915,981,Cold,0
Landing Page Submission,Direct Traffic,0,0,3,139,3.0,Email Opened,India,"Banking, Investment And Insurance",Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Will revert after reading the email,,0,0,Potential Lead,Thane & Outskirts,,,,,0,1,Email Opened,0,0,0,0,0,1,1,0.29981417713257474,982,Cold,1
Landing Page Submission,Direct Traffic,0,0,7,202,7.0,Page Visited on Website,India,IT Projects Management,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Already a student,Worst,0,0,Student of SomeSchool,Mumbai,,,,,0,0,Modified,0,0,0,0,0,0,1,0.29923999597668194,983,Cold,0
Landing Page Submission,Google,0,0,4,165,4.0,Email Opened,India,Finance Management,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,switched off,,0,0,Select,Thane & Outskirts,,,,,0,1,Email Opened,0,0,0,0,0,1,1,0.2968212775500307,984,Cold,0
Landing Page Submission,Google,0,0,2,543,2.0,Email Opened,India,Media and Advertising,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Ringing,,0,0,Select,Mumbai,,,,,0,0,Email Opened,0,0,0,0,0,0,1,0.29577911763857817,985,Cold,0
Landing Page Submission,Google,0,0,6,555,6.0,SMS Sent,India,E-COMMERCE,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Ringing,Not Sure,0,0,Select,Mumbai,2,2,14.0,15.0,0,1,Modified,0,0,0,0,0,1,0,0.29572772525307944,986,Cold,0
Landing Page Submission,Direct Traffic,1,0,74,1209,12.33,Page Visited on Website,India,,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Not doing further education,Not Sure,0,0,Select,Thane & Outskirts,,,,,0,0,Page Visited on Website,0,0,1,0,0,0,1,0.2947201303248014,987,Cold,0
Landing Page Submission,Organic Search,0,0,4,192,4.0,SMS Sent,India,Operations Management,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Ringing,Not Sure,0,0,Select,Thane & Outskirts,2,3,14.0,17.0,0,1,SMS Sent,0,0,0,0,0,1,0,0.2936518688798155,988,Cold,0
Landing Page Submission,Google,0,0,6,289,3.0,SMS Sent,India,Marketing Management,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Ringing,,0,0,Select,Mumbai,,,,,0,0,SMS Sent,0,0,0,0,0,0,1,0.2934457223277145,989,Cold,0
Landing Page Submission,Direct Traffic,0,0,3,73,3.0,Email Opened,India,E-COMMERCE,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Ringing,,0,0,Select,Thane & Outskirts,,,,,0,1,Email Opened,0,0,0,0,0,1,1,0.2920894848492164,990,Cold,0
API,Olark Chat,0,0,3,62,3.0,Email Opened,India,"Banking, Investment And Insurance",Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Lost to EINS,Not Sure,0,0,Select,Mumbai,2,2,14.0,16.0,0,0,Modified,0,0,0,0,0,0,0,0.29111697315344126,991,Cold,1
Landing Page Submission,Direct Traffic,0,0,3,399,3.0,Email Opened,India,Rural and Agribusiness,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Will revert after reading the email,Low in Relevance,0,0,Other Leads,Other Cities of Maharashtra,,,,,0,1,Email Opened,0,0,0,0,0,1,1,0.288912163395812,992,Cold,1
API,Olark Chat,1,0,0,0,0.0,SMS Sent,,,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,,,0,0,Select,,3,2,16.0,15.0,0,0,SMS Sent,0,0,1,0,1,1,0,0.28875605670201643,993,Cold,1
Landing Page Submission,Social Media,0,0,3,164,3.0,Page Visited on Website,India,Travel and Tourism,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Interested in other courses,Not Sure,0,0,Select,Other Cities,2,1,15.0,12.0,0,1,Modified,0,0,0,0,0,1,0,0.28798233902326587,994,Cold,0
Landing Page Submission,Direct Traffic,0,0,4,241,2.0,SMS Sent,India,"Banking, Investment And Insurance",Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,switched off,Not Sure,0,0,Select,Mumbai,,,,,0,1,SMS Sent,0,0,0,0,0,1,1,0.28684213514054513,995,Cold,0
Landing Page Submission,Direct Traffic,0,0,7,66,7.0,Email Opened,India,Human Resource Management,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Interested in other courses,,0,0,Select,Mumbai,,,,,0,1,Email Opened,0,0,0,0,0,0,1,0.28657525665642347,996,Cold,0
Landing Page Submission,Organic Search,0,0,7,168,3.5,Page Visited on Website,India,Healthcare Management,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Already a student,Worst,0,0,Student of SomeSchool,Other Cities,,,,,0,1,Modified,0,0,0,0,0,1,1,0.28534504510826525,997,Cold,0
Landing Page Submission,Direct Traffic,0,0,2,327,2.0,Email Opened,India,Operations Management,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Already a student,,0,0,Potential Lead,Mumbai,3,3,16.0,20.0,0,1,Modified,0,0,0,0,0,1,0,0.28443927057049917,998,Cold,0
Landing Page Submission,Direct Traffic,0,0,2,293,2.0,Email Opened,India,IT Projects Management,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Already a student,,0,0,Select,Thane & Outskirts,,,,,0,1,Email Opened,0,0,0,0,0,1,1,0.2843252606273842,999,Cold,0
Landing Page Submission,Direct Traffic,0,0,2,663,2.0,SMS Sent,India,Human Resource Management,,,0,0,0,0,0,0,0,0,,,0,0,,Thane & Outskirts,2,3,13.0,17.0,0,1,Modified,0,0,0,1,0,1,0,0.2842453471276774,1000,Cold,0
Landing Page Submission,Direct Traffic,0,0,5,260,5.0,SMS Sent,India,Marketing Management,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Ringing,,0,0,Select,Mumbai,,,,,0,1,SMS Sent,0,0,0,0,0,1,1,0.28188001104461863,1001,Cold,0
API,Google,0,0,2,1607,2.0,Email Link Clicked,India,,,,0,0,0,0,0,0,0,0,Interested in other courses,,0,0,,,1,2,12.0,15.0,0,0,Modified,0,0,1,1,1,1,0,0.2816340371181878,1002,Cold,0
Landing Page Submission,Direct Traffic,0,0,7,236,7.0,Email Opened,India,International Business,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Ringing,,0,0,Select,Mumbai,2,3,14.0,18.0,0,1,Email Opened,0,0,0,0,0,1,0,0.2813930272106485,1003,Cold,0
Landing Page Submission,Google,0,0,3,129,3.0,SMS Sent,India,Human Resource Management,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Ringing,Not Sure,0,0,Select,Other Cities of Maharashtra,,,,,0,0,SMS Sent,0,0,0,0,0,0,1,0.2802856411986051,1004,Cold,0
Landing Page Submission,Direct Traffic,0,0,4,234,4.0,Email Link Clicked,India,Finance Management,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Ringing,Not Sure,0,0,Select,Thane & Outskirts,,,,,0,1,Email Link Clicked,0,0,0,0,0,1,1,0.279877404658991,1005,Cold,0
Landing Page Submission,Organic Search,0,0,3,166,3.0,Converted to Lead,India,Retail Management,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Busy,Not Sure,0,0,Select,,,,,,0,0,Modified,0,0,0,0,1,1,1,0.2792123428572466,1006,Cold,0
Landing Page Submission,Google,0,0,5,321,2.5,SMS Sent,India,Marketing Management,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Busy,Not Sure,0,0,Select,Mumbai,2,3,14.0,18.0,0,1,Modified,0,0,0,0,0,0,0,0.27897164843107114,1007,Cold,1
Landing Page Submission,Google,0,0,5,5,2.5,Email Opened,India,Business Administration,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Will revert after reading the email,High in Relevance,0,0,Potential Lead,Other Cities,,,,,0,1,Email Opened,0,0,0,0,0,1,1,0.27876974092880974,1008,Cold,1
API,Olark Chat,1,0,0,0,0.0,SMS Sent,,,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Will revert after reading the email,Might be,0,0,Select,,,,,,0,0,SMS Sent,0,0,1,0,1,1,1,0.278202086176075,1009,Cold,1
API,Olark Chat,1,0,0,0,0.0,Email Bounced,,,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Graduation in progress,,0,0,Select,,,,,,0,0,Modified,0,0,1,0,1,1,1,0.278202086176075,1010,Cold,0
API,Olark Chat,1,0,0,0,0.0,Olark Chat Conversation,,,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Interested in other courses,,0,0,Select,,,,,,0,0,Olark Chat Conversation,0,0,1,0,1,1,1,0.278202086176075,1011,Cold,0
Landing Page Submission,Direct Traffic,0,0,6,99,6.0,Email Opened,India,Human Resource Management,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Busy,Not Sure,0,0,Other Leads,Thane & Outskirts,3,3,16.0,17.0,0,1,Email Opened,0,0,0,0,0,1,0,0.2776023044477586,1012,Cold,1
Landing Page Submission,Google,0,0,4,618,4.0,SMS Sent,India,Media and Advertising,,,0,0,0,0,0,0,0,0,,,0,0,,Tier II Cities,,,,,0,0,SMS Sent,0,0,0,1,0,0,1,0.2774341056250634,1013,Cold,1
Landing Page Submission,Direct Traffic,0,0,4,213,4.0,SMS Sent,India,Business Administration,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,switched off,Might be,0,0,Select,Thane & Outskirts,,,,,0,1,SMS Sent,0,0,0,0,0,1,1,0.2765227821672321,1014,Cold,0
API,Google,0,0,2,539,2.0,Olark Chat Conversation,India,,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Ringing,Not Sure,0,0,Potential Lead,,2,2,14.0,16.0,0,0,Modified,0,0,1,0,1,1,0,0.27617078955351765,1015,Cold,0
Landing Page Submission,Google,0,0,2,164,2.0,Converted to Lead,India,"Banking, Investment And Insurance",Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Ringing,Not Sure,0,0,Other Leads,Mumbai,2,3,14.0,18.0,0,0,Modified,0,0,0,0,0,0,0,0.27572186439461205,1016,Cold,0
Landing Page Submission,Organic Search,0,0,6,288,3.0,SMS Sent,,Supply Chain Management,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,switched off,Not Sure,0,0,Other Leads,Other Metro Cities,,,,,0,1,SMS Sent,0,0,0,0,0,1,1,0.2756617691368949,1017,Cold,0
Landing Page Submission,Direct Traffic,1,0,2,1438,2.0,Page Visited on Website,United Arab Emirates,Media and Advertising,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,invalid number,,0,0,Select,Other Cities,,,,,0,1,Page Visited on Website,0,0,0,0,0,1,1,0.2756165902050816,1018,Cold,0
Landing Page Submission,Direct Traffic,0,0,4,177,4.0,SMS Sent,India,Marketing Management,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Ringing,Not Sure,0,0,Select,,,,,,0,0,Modified,0,0,0,0,1,1,1,0.27452988500536457,1019,Cold,0
